id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
2181	dieter gramlich (2014)	"<table><tr><td>Authors:</td><td>dieter gramlich</td></tr><tr><td>Title:</td><td>sustainability, financial markets and systemic risk</td></tr><tr><td>Source:</td><td>cambridge university press ebooks, 222-238</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/https://doi.org/10.1017/cbo9781139565516.021	-0.4343	0.0441	4	100	7	2	0.1007	2014	2	0.1007
2185	alan krupnick (2016)	"<table><tr><td>Authors:</td><td>alan krupnick</td></tr><tr><td>Title:</td><td>hydraulic fracturing for shale gas: economic rewards and risks</td></tr><tr><td>Source:</td><td>elsevier ebooks, 13-32</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1016/b978-0-12-804111-6.00002-9	-0.4407	0.0429	4	3	1	1	0.0474	2016	1	0.0474
2187	j.s. busby (2011)	"<table><tr><td>Authors:</td><td>j.s. busby; melissa sedmak</td></tr><tr><td>Title:</td><td>practices and problems in the management of risk redistributions</td></tr><tr><td>Source:</td><td>journal of risk research, 14(2), 259-279</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/https://doi.org/10.1080/13669877.2010.528561	-0.4164	0.0026	5	48	12	2	0.0327	2011	2	0.0327
2191	geneva m. smith (2016)	"<table><tr><td>Authors:</td><td>geneva m. smith</td></tr><tr><td>Title:</td><td>“look north”: conspiracy and the sojazacíon of argentina</td></tr><tr><td>Source:</td><td>student anthropologist, 5(1), 5-23</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1002/j.sda2.20160501.0001	-0.4866	0.0009	6	21	2	1	0.0474	2016	1	0.0474
2193	guy burneko (2013)	"<table><tr><td>Authors:</td><td>guy burneko</td></tr><tr><td>Title:</td><td>the starry night sky</td></tr><tr><td>Source:</td><td>world futures, 69(4-6), 231-247</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/https://doi.org/10.1080/02604027.2013.803353	-0.4016	-0.0413	12	8	7	1	0.0306	2013	1	0.0306
2195	stephen webb (2019)	"<table><tr><td>Authors:</td><td>stephen webb</td></tr><tr><td>Title:</td><td>pandemic</td></tr><tr><td>Source:</td><td>science and fiction, 45-93</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1007/978-3-030-03195-4_3	-0.4679	0.0585	13	1	1	2	0.1737	2019	2	0.1737
2196	keith wiley (2023)	"<table><tr><td>Authors:</td><td>keith wiley</td></tr><tr><td>Title:</td><td>the fermi paradox, self-replicating probes, and the interstellar transportation bandwidth</td></tr><tr><td>Source:</td><td>[no source]</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.31219/osf.io/9x5c8	-0.3364	-0.0115	3	26	13	2	1.5485	2023	2	1.5485
2197	melvin chen (2023b)	"<table><tr><td>Authors:</td><td>melvin chen</td></tr><tr><td>Title:</td><td>trust, understanding, and machine translation: the task of translation and the responsibility of the translator</td></tr><tr><td>Source:</td><td>ai & society</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s00146-023-01681-6	-0.3874	-0.0865	1	50	6	1	0.7743	2023	1	0.7743
2198	simon friederich (2023b)	"<table><tr><td>Authors:</td><td>simon friederich; sylvia wenmackers</td></tr><tr><td>Title:</td><td>the future of intelligence in the universe: a call for humility</td></tr><tr><td>Source:</td><td>international journal of astrobiology, 22(4), 414-427</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1017/s1473550423000101	-0.3324	-0.0065	3	220	19	1	0.7743	2023	1	0.7743
2201	emma soye (2023)	"<table><tr><td>Authors:</td><td>emma soye</td></tr><tr><td>Title:</td><td>i and thou? challenges to dialogical pedagogy in a diverse london secondary school</td></tr><tr><td>Source:</td><td>british educational research journal, 50(1), 183-199</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1002/berj.3919	-0.5487	-0.0493	6	34	6	1	0.7743	2023	1	0.7743
2202	elena borisova (2023)	"<table><tr><td>Authors:</td><td>elena borisova</td></tr><tr><td>Title:</td><td>ambivalences of care: movement, masculinity and presence in tajikistan</td></tr><tr><td>Source:</td><td>ethnos, 1-20</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1080/00141844.2023.2198677	-0.5162	0.026	16	9	9	1	0.7743	2023	1	0.7743
2210	grégory giuliani (2020)	"<table><tr><td>Authors:</td><td>grégory giuliani; gilberto câmara; brian killough; stuart minchin; richard lucas; norman mueller; anders siggins; christopher j. owers; daniel clewley; peter bunting</td></tr><tr><td>Title:</td><td>earth observation data cubes</td></tr><tr><td>Source:</td><td>mdpi ebooks</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.3390/books978-3-03928-093-3	-0.3969	0.0727	2	100	23	1	0.0752	2020	1	0.0752
2213	alexander blanchard (2024)	"<table><tr><td>Authors:</td><td>alexander blanchard; c. thomas; mariarosaria taddeo</td></tr><tr><td>Title:</td><td>ethical governance of artificial intelligence for defence: normative tradeoffs for principle to practice guidance</td></tr><tr><td>Source:</td><td>ai & society</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s00146-024-01866-7	-0.4021	-0.0854	1	53	28	1	1.8478	2024	1	1.8478
2215	amit roy (2024)	"<table><tr><td>Authors:</td><td>amit roy</td></tr><tr><td>Title:</td><td>a panel data study on the effect of climate change on life expectancy</td></tr><tr><td>Source:</td><td>plos climate, 3(1), e0000339-e0000339</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.1371/journal.pclm.0000339	-0.4433	0.0773	2	12	8	1	1.8478	2024	1	1.8478
2216	leonardo pierdominici (2017)	"<table><tr><td>Authors:</td><td>leonardo pierdominici</td></tr><tr><td>Title:</td><td>the theory of eu constitutional pluralism: a crisis in a crisis?</td></tr><tr><td>Source:</td><td>perspectives on federalism, 9(2), e-153</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1515/pof-2017-0012	-0.285	0.08	20	1	1	2	0.1331	2017	2	0.1331
2217	joe. y. f. lau (2022)	"<table><tr><td>Authors:</td><td>joe. y. f. lau; jonathan chan</td></tr><tr><td>Title:</td><td>a brief history of analytic philosophy in hong kong</td></tr><tr><td>Source:</td><td>asian journal of philosophy, 1(1)</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s44204-022-00031-5	-0.3916	-0.1049	1	1	1	1	0.251	2022	1	0.251
2218	jeroen hopster (2021b)	"<table><tr><td>Authors:</td><td>jeroen hopster</td></tr><tr><td>Title:</td><td>climate change, uncertainty and policy</td></tr><tr><td>Source:</td><td>[no source]</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.20944/preprints202108.0284.v1	-0.3616	0.0812	3	14	8	1	0.1307	2021	1	0.1307
2219	peter mantello (2021b)	"<table><tr><td>Authors:</td><td>peter mantello; tung manh ho; minh‐hoang nguyen; quan‐hoang vuong</td></tr><tr><td>Title:</td><td>my boss the computer: a bayesian analysis of socio-demographic and cross-cultural determinants of attitude toward the non-human resource management</td></tr><tr><td>Source:</td><td>[no source]</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.31219/osf.io/4exjs	-0.5904	-0.0008	9	8	46	1	0.1307	2021	1	0.1307
2220	alexa hagerty (2021)	"<table><tr><td>Authors:</td><td>alexa hagerty</td></tr><tr><td>Title:</td><td>the melancholy of bones: forensic exhumation as an elegiac transformative experience</td></tr><tr><td>Source:</td><td>ethos, 49(3), 264-285</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1111/etho.12320	-0.4942	-0.0455	8	5	3	1	0.1307	2021	1	0.1307
2221	andreas gregoriades (2023)	"<table><tr><td>Authors:</td><td>andreas gregoriades; maría pampaka; herodotos herodotou; evripides christodoulou</td></tr><tr><td>Title:</td><td>explaining tourist revisit intention using natural language processing and classification techniques</td></tr><tr><td>Source:</td><td>journal of big data, 10(1)</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1186/s40537-023-00740-5	-0.4182	-0.074	1	6	3	2	1.5485	2023	2	1.5485
2223	ettore greco (2023)	"<table><tr><td>Authors:</td><td>ettore greco; federica marconi; irene paviotti</td></tr><tr><td>Title:</td><td>crisis and geopolitical reordering: covid-19 from a comparative perspective</td></tr><tr><td>Source:</td><td>[no source]</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.31235/osf.io/h5jnx	-0.4269	0.054	2	7	2	1	0.7743	2023	1	0.7743
2224	brandon van dyck (2018)	"<table><tr><td>Authors:</td><td>brandon van dyck</td></tr><tr><td>Title:</td><td>why new parties split: the schism of peru's united left in comparative perspective</td></tr><tr><td>Source:</td><td>journal of latin american studies, 50(4), 889-918</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1017/s0022216x18000251	-0.4792	0.0023	5	1	1	2	0.1374	2018	2	0.1374
2225	arnold tukker (2010b)	"<table><tr><td>Authors:</td><td>arnold tukker</td></tr><tr><td>Title:</td><td><i>sustainability by design: a subversive strategy for transforming our consumer culture</i> by john r. ehrenfeld</td></tr><tr><td>Source:</td><td>journal of industrial ecology, 14(1), 173-174</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/https://doi.org/10.1111/j.1530-9290.2009.00209.x	-0.4189	0.0011	10	8	1	2	0.1676	2010	2	0.1676
2226	jefim vogel (2024)	"<table><tr><td>Authors:</td><td>jefim vogel; gauthier guérin; daniel w. o’neill; j. steinberger</td></tr><tr><td>Title:</td><td>safeguarding livelihoods against reductions in economic output</td></tr><tr><td>Source:</td><td>ecological economics, 215, 107977-107977</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.1016/j.ecolecon.2023.107977	-0.4321	0.054	2	11	13	3	5.5435	2024	3	5.5435
2228	peter wogan (2017)	"<table><tr><td>Authors:</td><td>peter wogan</td></tr><tr><td>Title:</td><td>existential economics: mexican-american dream strategies to predict and understand business outcomes</td></tr><tr><td>Source:</td><td>economic anthropology, 4(2), 276-287</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1002/sea2.12094	-0.5006	-0.0307	6	13	4	1	0.0665	2017	1	0.0665
2230	costanza torre (2023)	"<table><tr><td>Authors:</td><td>costanza torre; elizabeth storer</td></tr><tr><td>Title:</td><td>covid-19 vaccines, mobility, and pandemic bureaucracies: undocumented migrants’ perspectives from italy's alpine border</td></tr><tr><td>Source:</td><td>journal of migration and health, 7, 100189-100189</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1016/j.jmh.2023.100189	-0.6151	0.3881	31	1	1	1	0.7743	2023	1	0.7743
2231	alessandra asteriti (2013)	"<table><tr><td>Authors:</td><td>alessandra asteriti</td></tr><tr><td>Title:</td><td>kairós and clinamen: revolutionary politics and the common good</td></tr><tr><td>Source:</td><td>law and critique, 24(3), 277-294</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s10978-013-9123-3	-0.4362	-0.0085	4	27	7	1	0.0306	2013	1	0.0306
2233	eva m. krockow (2023)	"<table><tr><td>Authors:</td><td>eva m. krockow; kuang‐wei cheng; john maltby; eoin mcelroy</td></tr><tr><td>Title:</td><td>existing terminology related to antimicrobial resistance fails to evoke risk perceptions and be remembered</td></tr><tr><td>Source:</td><td>communications medicine, 3(1)</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1038/s43856-023-00379-6	-0.4837	0.0619	14	3	2	1	0.7743	2023	1	0.7743
2235	roberto paura (2017)	"<table><tr><td>Authors:</td><td>roberto paura</td></tr><tr><td>Title:</td><td>living in the matrix: how a scientific conjecture was turned into a conspiracy theory</td></tr><tr><td>Source:</td><td>messages, sages, ages, 4(2), 18-30</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1515/msas-2017-0006	-0.3948	-0.0499	4	16	3	1	0.0665	2017	1	0.0665
2237	muriel côte (2023)	"<table><tr><td>Authors:</td><td>muriel côte</td></tr><tr><td>Title:</td><td>furious depletion—conceptualizing artisan mining and extractivism through gender, race, and environment</td></tr><tr><td>Source:</td><td>frontiers in human dynamics, 5</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.3389/fhumd.2023.1097195	-0.4842	0.0507	16	4	4	1	0.7743	2023	1	0.7743
2238	lyman gamberton (2023)	"<table><tr><td>Authors:</td><td>lyman gamberton</td></tr><tr><td>Title:</td><td>secondary pathology: ‘cisgender fragility’ and the pandemic body politic</td></tr><tr><td>Source:</td><td>annali di ca' foscari. serie orientale/annali di ca' foscari. serie orientale, (2)</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.30687/annor/2385-3042/2023/02/008	-0.4906	-0.0148	8	8	5	1	0.7743	2023	1	0.7743
2241	adam binks (2022)	"<table><tr><td>Authors:</td><td>adam binks; alice toniolo; miguel a. nacenta</td></tr><tr><td>Title:</td><td>representational transformations: using maps to write essays</td></tr><tr><td>Source:</td><td>international journal of human-computer studies, 165, 102851-102851</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1016/j.ijhcs.2022.102851	-0.4709	-0.0136	6	6	6	3	0.753	2022	3	0.753
2242	thomas schinko (2024)	"<table><tr><td>Authors:</td><td>thomas schinko; veronica karabaczek; linda menk; stefan kienberger</td></tr><tr><td>Title:</td><td>identifying constraints and limits to climate change adaptation in austria under deep uncertainty</td></tr><tr><td>Source:</td><td>frontiers in climate, 6</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.3389/fclim.2024.1303767	-0.56	0.1773	2	29	11	1	1.8478	2024	1	1.8478
2243	elija perrier (2022)	"<table><tr><td>Authors:</td><td>elija perrier</td></tr><tr><td>Title:</td><td>the quantum governance stack: models of governance for quantum information technologies</td></tr><tr><td>Source:</td><td>deleted journal, 1(3)</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s44206-022-00019-x	-0.4365	-0.0414	5	40	25	5	1.2551	2022	5	1.2551
2244	gönül bakay (2021)	"<table><tr><td>Authors:</td><td>gönül bakay</td></tr><tr><td>Title:</td><td>literary visions of post-apocalyptic worlds in the works of mary shelley, margaret atwood and maggie gee</td></tr><tr><td>Source:</td><td>esboços, 27(46), 405-425</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.5007/2175-7976.2020.e73578	-0.4105	0.0415	2	5	3	1	0.1307	2021	1	0.1307
2245	green (2014)	"<table><tr><td>Authors:</td><td>green</td></tr><tr><td>Title:</td><td>jamesian reasonable belief and deweyan religious communities: reconstructing philosophy pragmatically with philip kitcher</td></tr><tr><td>Source:</td><td>transactions of the charles s. peirce society, 50(1), 69-69</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/https://doi.org/10.2979/trancharpeirsoc.50.1.69	-0.3546	-0.0275	1	2	1	2	0.1007	2014	2	0.1007
2248	david denkenberger (2015b)	"<table><tr><td>Authors:</td><td>david denkenberger; joshua m. pearce</td></tr><tr><td>Title:</td><td>introduction</td></tr><tr><td>Source:</td><td>elsevier ebooks, 1-4</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/https://doi.org/10.1016/b978-0-12-802150-7.00001-2	-0.357	0.007	3	142	3	0	0	2015	0	0
2250	anthony burke (2022)	"<table><tr><td>Authors:</td><td>anthony burke</td></tr><tr><td>Title:</td><td>an architecture for a net zero world: global climate governance beyond the epoch of failure</td></tr><tr><td>Source:</td><td>global policy, 13(s3), 24-37</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1111/1758-5899.13159	-0.4256	0.0419	2	70	19	1	0.251	2022	1	0.251
2252	chris van der borgh (2023)	"<table><tr><td>Authors:</td><td>chris van der borgh</td></tr><tr><td>Title:</td><td>everyday security practices in gang-controlled neighborhoods in san salvador</td></tr><tr><td>Source:</td><td>conflict and society, 9(1), 1-20</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.3167/arcs.2023.09115of1	-0.5189	-0.021	19	4	4	1	0.7743	2023	1	0.7743
2258	richard stopford (2020)	"<table><tr><td>Authors:</td><td>richard stopford</td></tr><tr><td>Title:</td><td>teaching feminism: problems of critical claims and student certainty</td></tr><tr><td>Source:</td><td>philosophy & social criticism, 46(10), 1203-1224</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.1177/0191453720903473	-0.4897	-0.0574	6	3	3	1	0.0752	2020	1	0.0752
2260	roberta m. berry (2009)	"<table><tr><td>Authors:</td><td>roberta m. berry</td></tr><tr><td>Title:</td><td>the posthumanist challenge to a partly naturalized virtue ethics</td></tr><tr><td>Source:</td><td>philosophical studies in contemporary culture, 153-172</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/https://doi.org/10.1007/978-90-481-2301-8_11	-0.4089	-0.0448	1	39	11	1	0.0607	2009	1	0.0607
2261	viorel badescu (2010)	"<table><tr><td>Authors:</td><td>viorel badescu; richard b. cathcart</td></tr><tr><td>Title:</td><td>dune sand fixation: mauritania seawater pipeline macroproject</td></tr><tr><td>Source:</td><td>environmental science and engineering, 465-488</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/https://doi.org/10.1007/978-3-642-14779-1_21	-0.8449	0.654	30	3	43	1	0.0838	2010	1	0.0838
